,BEGIN_POST,END_POST,crash_num,crash,month,day,hour,min,zone_id
332,9.0,14.0,1,yes,3,18,15,4,13535.0
332,9.0,14.0,1,yes,3,18,15,4,13537.0
332,9.0,14.0,1,yes,3,18,15,4,13540.0
332,9.0,14.0,1,yes,3,18,15,4,13542.0
332,9.0,14.0,1,yes,3,18,15,4,11537.0
332,9.0,14.0,1,yes,3,18,15,4,11539.0
332,9.0,14.0,1,yes,3,18,15,4,11544.0
332,9.0,14.0,1,yes,3,18,15,4,13244.0
332,9.0,14.0,1,yes,3,18,15,4,13536.0
332,9.0,14.0,1,yes,3,18,15,4,13538.0
332,9.0,14.0,1,yes,3,18,15,4,13539.0
332,9.0,14.0,1,yes,3,18,15,4,13541.0
332,9.0,14.0,1,yes,3,18,15,4,8017.0
332,9.0,14.0,1,yes,3,18,15,4,8018.0
332,9.0,14.0,1,yes,3,18,15,4,8283.0
332,9.0,14.0,1,yes,3,18,15,4,8284.0
333,9.0,14.0,1,yes,2,6,11,57,6202.0
333,9.0,14.0,1,yes,2,6,11,57,11540.0
333,9.0,14.0,1,yes,2,6,11,57,11542.0
333,9.0,14.0,1,yes,2,6,11,57,11543.0
333,9.0,14.0,1,yes,2,6,11,57,13535.0
333,9.0,14.0,1,yes,2,6,11,57,13537.0
333,9.0,14.0,1,yes,2,6,11,57,13540.0
333,9.0,14.0,1,yes,2,6,11,57,13542.0
333,9.0,14.0,1,yes,2,6,11,57,11537.0
333,9.0,14.0,1,yes,2,6,11,57,11539.0
333,9.0,14.0,1,yes,2,6,11,57,11544.0
333,9.0,14.0,1,yes,2,6,11,57,13244.0
333,9.0,14.0,1,yes,2,6,11,57,13536.0
333,9.0,14.0,1,yes,2,6,11,57,13538.0
333,9.0,14.0,1,yes,2,6,11,57,13539.0
333,9.0,14.0,1,yes,2,6,11,57,13541.0
333,9.0,14.0,1,yes,2,6,11,57,8017.0
333,9.0,14.0,1,yes,2,6,11,57,8018.0
333,9.0,14.0,1,yes,2,6,11,57,8283.0
333,9.0,14.0,1,yes,2,6,11,57,8284.0
334,9.0,14.0,1,yes,2,11,17,13,6202.0
334,9.0,14.0,1,yes,2,11,17,13,11540.0
334,9.0,14.0,1,yes,2,11,17,13,11542.0
334,9.0,14.0,1,yes,2,11,17,13,11543.0
334,9.0,14.0,1,yes,2,11,17,13,13535.0
334,9.0,14.0,1,yes,2,11,17,13,13537.0
334,9.0,14.0,1,yes,2,11,17,13,13540.0
334,9.0,14.0,1,yes,2,11,17,13,13542.0
334,9.0,14.0,1,yes,2,11,17,13,11537.0
334,9.0,14.0,1,yes,2,11,17,13,11539.0
334,9.0,14.0,1,yes,2,11,17,13,11544.0
334,9.0,14.0,1,yes,2,11,17,13,13244.0
334,9.0,14.0,1,yes,2,11,17,13,13536.0
334,9.0,14.0,1,yes,2,11,17,13,13538.0
334,9.0,14.0,1,yes,2,11,17,13,13539.0
334,9.0,14.0,1,yes,2,11,17,13,13541.0
334,9.0,14.0,1,yes,2,11,17,13,8017.0
334,9.0,14.0,1,yes,2,11,17,13,8018.0
334,9.0,14.0,1,yes,2,11,17,13,8283.0
334,9.0,14.0,1,yes,2,11,17,13,8284.0
335,9.0,14.0,1,yes,2,24,15,0,6202.0
335,9.0,14.0,1,yes,2,24,15,0,11540.0
335,9.0,14.0,1,yes,2,24,15,0,11542.0
335,9.0,14.0,1,yes,2,24,15,0,11543.0
335,9.0,14.0,1,yes,2,24,15,0,13535.0
335,9.0,14.0,1,yes,2,24,15,0,13537.0
335,9.0,14.0,1,yes,2,24,15,0,13540.0
335,9.0,14.0,1,yes,2,24,15,0,13542.0
335,9.0,14.0,1,yes,2,24,15,0,11537.0
335,9.0,14.0,1,yes,2,24,15,0,11539.0
335,9.0,14.0,1,yes,2,24,15,0,11544.0
335,9.0,14.0,1,yes,2,24,15,0,13244.0
335,9.0,14.0,1,yes,2,24,15,0,13536.0
335,9.0,14.0,1,yes,2,24,15,0,13538.0
335,9.0,14.0,1,yes,2,24,15,0,13539.0
335,9.0,14.0,1,yes,2,24,15,0,13541.0
335,9.0,14.0,1,yes,2,24,15,0,8017.0
335,9.0,14.0,1,yes,2,24,15,0,8018.0
335,9.0,14.0,1,yes,2,24,15,0,8283.0
335,9.0,14.0,1,yes,2,24,15,0,8284.0
336,9.0,14.0,1,yes,4,27,15,30,6202.0
336,9.0,14.0,1,yes,4,27,15,30,11540.0
336,9.0,14.0,1,yes,4,27,15,30,11542.0
336,9.0,14.0,1,yes,4,27,15,30,11543.0
336,9.0,14.0,1,yes,4,27,15,30,13535.0
336,9.0,14.0,1,yes,4,27,15,30,13537.0
336,9.0,14.0,1,yes,4,27,15,30,13540.0
336,9.0,14.0,1,yes,4,27,15,30,13542.0
336,9.0,14.0,1,yes,4,27,15,30,11537.0
336,9.0,14.0,1,yes,4,27,15,30,11539.0
336,9.0,14.0,1,yes,4,27,15,30,11544.0
336,9.0,14.0,1,yes,4,27,15,30,13244.0
336,9.0,14.0,1,yes,4,27,15,30,13536.0
336,9.0,14.0,1,yes,4,27,15,30,13538.0
336,9.0,14.0,1,yes,4,27,15,30,13539.0
336,9.0,14.0,1,yes,4,27,15,30,13541.0
336,9.0,14.0,1,yes,4,27,15,30,8017.0
336,9.0,14.0,1,yes,4,27,15,30,8018.0
336,9.0,14.0,1,yes,4,27,15,30,8283.0
336,9.0,14.0,1,yes,4,27,15,30,8284.0
337,9.0,14.0,1,yes,4,29,16,20,6202.0
337,9.0,14.0,1,yes,4,29,16,20,11540.0
337,9.0,14.0,1,yes,4,29,16,20,11542.0
337,9.0,14.0,1,yes,4,29,16,20,11543.0
337,9.0,14.0,1,yes,4,29,16,20,13535.0
337,9.0,14.0,1,yes,4,29,16,20,13537.0
337,9.0,14.0,1,yes,4,29,16,20,13540.0
337,9.0,14.0,1,yes,4,29,16,20,13542.0
337,9.0,14.0,1,yes,4,29,16,20,11537.0
337,9.0,14.0,1,yes,4,29,16,20,11539.0
337,9.0,14.0,1,yes,4,29,16,20,11544.0
337,9.0,14.0,1,yes,4,29,16,20,13244.0
337,9.0,14.0,1,yes,4,29,16,20,13536.0
337,9.0,14.0,1,yes,4,29,16,20,13538.0
337,9.0,14.0,1,yes,4,29,16,20,13539.0
337,9.0,14.0,1,yes,4,29,16,20,13541.0
337,9.0,14.0,1,yes,4,29,16,20,8017.0
337,9.0,14.0,1,yes,4,29,16,20,8018.0
337,9.0,14.0,1,yes,4,29,16,20,8283.0
337,9.0,14.0,1,yes,4,29,16,20,8284.0
338,9.0,14.0,1,yes,4,18,20,10,6202.0
338,9.0,14.0,1,yes,4,18,20,10,11540.0
338,9.0,14.0,1,yes,4,18,20,10,11542.0
338,9.0,14.0,1,yes,4,18,20,10,11543.0
338,9.0,14.0,1,yes,4,18,20,10,13535.0
338,9.0,14.0,1,yes,4,18,20,10,13537.0
338,9.0,14.0,1,yes,4,18,20,10,13540.0
338,9.0,14.0,1,yes,4,18,20,10,13542.0
338,9.0,14.0,1,yes,4,18,20,10,11537.0
338,9.0,14.0,1,yes,4,18,20,10,11539.0
338,9.0,14.0,1,yes,4,18,20,10,11544.0
338,9.0,14.0,1,yes,4,18,20,10,13244.0
338,9.0,14.0,1,yes,4,18,20,10,13536.0
338,9.0,14.0,1,yes,4,18,20,10,13538.0
338,9.0,14.0,1,yes,4,18,20,10,13539.0
338,9.0,14.0,1,yes,4,18,20,10,13541.0
338,9.0,14.0,1,yes,4,18,20,10,8017.0
338,9.0,14.0,1,yes,4,18,20,10,8018.0
338,9.0,14.0,1,yes,4,18,20,10,8283.0
338,9.0,14.0,1,yes,4,18,20,10,8284.0
339,9.0,14.0,1,yes,2,21,7,30,6202.0
339,9.0,14.0,1,yes,2,21,7,30,11540.0
339,9.0,14.0,1,yes,2,21,7,30,11542.0
339,9.0,14.0,1,yes,2,21,7,30,11543.0
339,9.0,14.0,1,yes,2,21,7,30,13535.0
339,9.0,14.0,1,yes,2,21,7,30,13537.0
339,9.0,14.0,1,yes,2,21,7,30,13540.0
339,9.0,14.0,1,yes,2,21,7,30,13542.0
339,9.0,14.0,1,yes,2,21,7,30,11537.0
339,9.0,14.0,1,yes,2,21,7,30,11539.0
339,9.0,14.0,1,yes,2,21,7,30,11544.0
339,9.0,14.0,1,yes,2,21,7,30,13244.0
339,9.0,14.0,1,yes,2,21,7,30,13536.0
339,9.0,14.0,1,yes,2,21,7,30,13538.0
339,9.0,14.0,1,yes,2,21,7,30,13539.0
339,9.0,14.0,1,yes,2,21,7,30,13541.0
339,9.0,14.0,1,yes,2,21,7,30,8017.0
339,9.0,14.0,1,yes,2,21,7,30,8018.0
339,9.0,14.0,1,yes,2,21,7,30,8283.0
339,9.0,14.0,1,yes,2,21,7,30,8284.0
340,9.0,14.0,1,yes,4,19,16,41,6202.0
340,9.0,14.0,1,yes,4,19,16,41,11540.0
340,9.0,14.0,1,yes,4,19,16,41,11542.0
340,9.0,14.0,1,yes,4,19,16,41,11543.0
340,9.0,14.0,1,yes,4,19,16,41,13535.0
340,9.0,14.0,1,yes,4,19,16,41,13537.0
340,9.0,14.0,1,yes,4,19,16,41,13540.0
340,9.0,14.0,1,yes,4,19,16,41,13542.0
340,9.0,14.0,1,yes,4,19,16,41,11537.0
340,9.0,14.0,1,yes,4,19,16,41,11539.0
340,9.0,14.0,1,yes,4,19,16,41,11544.0
340,9.0,14.0,1,yes,4,19,16,41,13244.0
340,9.0,14.0,1,yes,4,19,16,41,13536.0
340,9.0,14.0,1,yes,4,19,16,41,13538.0
340,9.0,14.0,1,yes,4,19,16,41,13539.0
340,9.0,14.0,1,yes,4,19,16,41,13541.0
340,9.0,14.0,1,yes,4,19,16,41,8017.0
340,9.0,14.0,1,yes,4,19,16,41,8018.0
340,9.0,14.0,1,yes,4,19,16,41,8283.0
340,9.0,14.0,1,yes,4,19,16,41,8284.0
341,9.0,14.0,1,yes,4,30,16,3,6202.0
341,9.0,14.0,1,yes,4,30,16,3,11540.0
341,9.0,14.0,1,yes,4,30,16,3,11542.0
341,9.0,14.0,1,yes,4,30,16,3,11543.0
341,9.0,14.0,1,yes,4,30,16,3,13535.0
341,9.0,14.0,1,yes,4,30,16,3,13537.0
341,9.0,14.0,1,yes,4,30,16,3,13540.0
341,9.0,14.0,1,yes,4,30,16,3,13542.0
341,9.0,14.0,1,yes,4,30,16,3,11537.0
341,9.0,14.0,1,yes,4,30,16,3,11539.0
341,9.0,14.0,1,yes,4,30,16,3,11544.0
341,9.0,14.0,1,yes,4,30,16,3,13244.0
341,9.0,14.0,1,yes,4,30,16,3,13536.0
341,9.0,14.0,1,yes,4,30,16,3,13538.0
341,9.0,14.0,1,yes,4,30,16,3,13539.0
341,9.0,14.0,1,yes,4,30,16,3,13541.0
341,9.0,14.0,1,yes,4,30,16,3,8017.0
341,9.0,14.0,1,yes,4,30,16,3,8018.0
341,9.0,14.0,1,yes,4,30,16,3,8283.0
341,9.0,14.0,1,yes,4,30,16,3,8284.0
342,9.0,14.0,1,yes,4,16,12,0,6202.0
342,9.0,14.0,1,yes,4,16,12,0,11540.0
342,9.0,14.0,1,yes,4,16,12,0,11542.0
342,9.0,14.0,1,yes,4,16,12,0,11543.0
342,9.0,14.0,1,yes,4,16,12,0,13535.0
342,9.0,14.0,1,yes,4,16,12,0,13537.0
342,9.0,14.0,1,yes,4,16,12,0,13540.0
342,9.0,14.0,1,yes,4,16,12,0,13542.0
342,9.0,14.0,1,yes,4,16,12,0,11537.0
342,9.0,14.0,1,yes,4,16,12,0,11539.0
342,9.0,14.0,1,yes,4,16,12,0,11544.0
342,9.0,14.0,1,yes,4,16,12,0,13244.0
342,9.0,14.0,1,yes,4,16,12,0,13536.0
342,9.0,14.0,1,yes,4,16,12,0,13538.0
342,9.0,14.0,1,yes,4,16,12,0,13539.0
342,9.0,14.0,1,yes,4,16,12,0,13541.0
342,9.0,14.0,1,yes,4,16,12,0,8017.0
342,9.0,14.0,1,yes,4,16,12,0,8018.0
342,9.0,14.0,1,yes,4,16,12,0,8283.0
342,9.0,14.0,1,yes,4,16,12,0,8284.0
343,9.0,14.0,1,yes,4,29,0,1,6202.0
343,9.0,14.0,1,yes,4,29,0,1,11540.0
343,9.0,14.0,1,yes,4,29,0,1,11542.0
343,9.0,14.0,1,yes,4,29,0,1,11543.0
343,9.0,14.0,1,yes,4,29,0,1,13535.0
343,9.0,14.0,1,yes,4,29,0,1,13537.0
343,9.0,14.0,1,yes,4,29,0,1,13540.0
343,9.0,14.0,1,yes,4,29,0,1,13542.0
343,9.0,14.0,1,yes,4,29,0,1,11537.0
343,9.0,14.0,1,yes,4,29,0,1,11539.0
343,9.0,14.0,1,yes,4,29,0,1,11544.0
343,9.0,14.0,1,yes,4,29,0,1,13244.0
343,9.0,14.0,1,yes,4,29,0,1,13536.0
343,9.0,14.0,1,yes,4,29,0,1,13538.0
343,9.0,14.0,1,yes,4,29,0,1,13539.0
343,9.0,14.0,1,yes,4,29,0,1,13541.0
343,9.0,14.0,1,yes,4,29,0,1,8017.0
343,9.0,14.0,1,yes,4,29,0,1,8018.0
343,9.0,14.0,1,yes,4,29,0,1,8283.0
343,9.0,14.0,1,yes,4,29,0,1,8284.0
344,9.0,14.0,1,yes,4,15,10,13,6202.0
344,9.0,14.0,1,yes,4,15,10,13,11540.0
344,9.0,14.0,1,yes,4,15,10,13,11542.0
344,9.0,14.0,1,yes,4,15,10,13,11543.0
344,9.0,14.0,1,yes,4,15,10,13,13535.0
344,9.0,14.0,1,yes,4,15,10,13,13537.0
344,9.0,14.0,1,yes,4,15,10,13,13540.0
344,9.0,14.0,1,yes,4,15,10,13,13542.0
344,9.0,14.0,1,yes,4,15,10,13,11537.0
344,9.0,14.0,1,yes,4,15,10,13,11539.0
344,9.0,14.0,1,yes,4,15,10,13,11544.0
344,9.0,14.0,1,yes,4,15,10,13,13244.0
344,9.0,14.0,1,yes,4,15,10,13,13536.0
344,9.0,14.0,1,yes,4,15,10,13,13538.0
344,9.0,14.0,1,yes,4,15,10,13,13539.0
344,9.0,14.0,1,yes,4,15,10,13,13541.0
344,9.0,14.0,1,yes,4,15,10,13,8017.0
344,9.0,14.0,1,yes,4,15,10,13,8018.0
344,9.0,14.0,1,yes,4,15,10,13,8283.0
344,9.0,14.0,1,yes,4,15,10,13,8284.0
345,9.0,14.0,1,yes,4,1,14,25,6202.0
345,9.0,14.0,1,yes,4,1,14,25,11540.0
345,9.0,14.0,1,yes,4,1,14,25,11542.0
345,9.0,14.0,1,yes,4,1,14,25,11543.0
345,9.0,14.0,1,yes,4,1,14,25,13535.0
345,9.0,14.0,1,yes,4,1,14,25,13537.0
345,9.0,14.0,1,yes,4,1,14,25,13540.0
345,9.0,14.0,1,yes,4,1,14,25,13542.0
345,9.0,14.0,1,yes,4,1,14,25,11537.0
345,9.0,14.0,1,yes,4,1,14,25,11539.0
345,9.0,14.0,1,yes,4,1,14,25,11544.0
345,9.0,14.0,1,yes,4,1,14,25,13244.0
345,9.0,14.0,1,yes,4,1,14,25,13536.0
345,9.0,14.0,1,yes,4,1,14,25,13538.0
345,9.0,14.0,1,yes,4,1,14,25,13539.0
345,9.0,14.0,1,yes,4,1,14,25,13541.0
345,9.0,14.0,1,yes,4,1,14,25,8017.0
345,9.0,14.0,1,yes,4,1,14,25,8018.0
345,9.0,14.0,1,yes,4,1,14,25,8283.0
345,9.0,14.0,1,yes,4,1,14,25,8284.0
346,9.0,14.0,1,yes,2,17,19,4,6202.0
346,9.0,14.0,1,yes,2,17,19,4,11540.0
346,9.0,14.0,1,yes,2,17,19,4,11542.0
346,9.0,14.0,1,yes,2,17,19,4,11543.0
346,9.0,14.0,1,yes,2,17,19,4,13535.0
346,9.0,14.0,1,yes,2,17,19,4,13537.0
346,9.0,14.0,1,yes,2,17,19,4,13540.0
346,9.0,14.0,1,yes,2,17,19,4,13542.0
346,9.0,14.0,1,yes,2,17,19,4,11537.0
346,9.0,14.0,1,yes,2,17,19,4,11539.0
346,9.0,14.0,1,yes,2,17,19,4,11544.0
346,9.0,14.0,1,yes,2,17,19,4,13244.0
346,9.0,14.0,1,yes,2,17,19,4,13536.0
346,9.0,14.0,1,yes,2,17,19,4,13538.0
346,9.0,14.0,1,yes,2,17,19,4,13539.0
346,9.0,14.0,1,yes,2,17,19,4,13541.0
346,9.0,14.0,1,yes,2,17,19,4,8017.0
346,9.0,14.0,1,yes,2,17,19,4,8018.0
346,9.0,14.0,1,yes,2,17,19,4,8283.0
346,9.0,14.0,1,yes,2,17,19,4,8284.0
347,9.0,14.0,1,yes,4,14,9,2,6202.0
347,9.0,14.0,1,yes,4,14,9,2,11540.0
347,9.0,14.0,1,yes,4,14,9,2,11542.0
347,9.0,14.0,1,yes,4,14,9,2,11543.0
347,9.0,14.0,1,yes,4,14,9,2,13535.0
347,9.0,14.0,1,yes,4,14,9,2,13537.0
347,9.0,14.0,1,yes,4,14,9,2,13540.0
347,9.0,14.0,1,yes,4,14,9,2,13542.0
347,9.0,14.0,1,yes,4,14,9,2,11537.0
347,9.0,14.0,1,yes,4,14,9,2,11539.0
347,9.0,14.0,1,yes,4,14,9,2,11544.0
347,9.0,14.0,1,yes,4,14,9,2,13244.0
347,9.0,14.0,1,yes,4,14,9,2,13536.0
347,9.0,14.0,1,yes,4,14,9,2,13538.0
347,9.0,14.0,1,yes,4,14,9,2,13539.0
347,9.0,14.0,1,yes,4,14,9,2,13541.0
347,9.0,14.0,1,yes,4,14,9,2,8017.0
347,9.0,14.0,1,yes,4,14,9,2,8018.0
347,9.0,14.0,1,yes,4,14,9,2,8283.0
347,9.0,14.0,1,yes,4,14,9,2,8284.0
348,9.0,14.0,1,yes,2,1,8,24,6202.0
348,9.0,14.0,1,yes,2,1,8,24,11540.0
348,9.0,14.0,1,yes,2,1,8,24,11542.0
348,9.0,14.0,1,yes,2,1,8,24,11543.0
348,9.0,14.0,1,yes,2,1,8,24,13535.0
348,9.0,14.0,1,yes,2,1,8,24,13537.0
348,9.0,14.0,1,yes,2,1,8,24,13540.0
348,9.0,14.0,1,yes,2,1,8,24,13542.0
348,9.0,14.0,1,yes,2,1,8,24,11537.0
348,9.0,14.0,1,yes,2,1,8,24,11539.0
348,9.0,14.0,1,yes,2,1,8,24,11544.0
348,9.0,14.0,1,yes,2,1,8,24,13244.0
348,9.0,14.0,1,yes,2,1,8,24,13536.0
348,9.0,14.0,1,yes,2,1,8,24,13538.0
348,9.0,14.0,1,yes,2,1,8,24,13539.0
348,9.0,14.0,1,yes,2,1,8,24,13541.0
348,9.0,14.0,1,yes,2,1,8,24,8017.0
348,9.0,14.0,1,yes,2,1,8,24,8018.0
348,9.0,14.0,1,yes,2,1,8,24,8283.0
348,9.0,14.0,1,yes,2,1,8,24,8284.0
349,6.0,9.0,1,yes,3,30,11,35,8017.0
349,6.0,9.0,1,yes,3,30,11,35,8018.0
349,6.0,9.0,1,yes,3,30,11,35,8107.0
349,6.0,9.0,1,yes,3,30,11,35,8108.0
349,6.0,9.0,1,yes,3,30,11,35,8280.0
349,6.0,9.0,1,yes,3,30,11,35,8281.0
349,6.0,9.0,1,yes,3,30,11,35,8277.0
349,6.0,9.0,1,yes,3,30,11,35,8278.0
349,6.0,9.0,1,yes,3,30,11,35,8283.0
349,6.0,9.0,1,yes,3,30,11,35,8284.0
349,6.0,9.0,1,yes,3,30,11,35,8290.0
349,6.0,9.0,1,yes,3,30,11,35,8291.0
350,6.0,9.0,1,yes,3,10,15,1,8017.0
350,6.0,9.0,1,yes,3,10,15,1,8018.0
350,6.0,9.0,1,yes,3,10,15,1,8107.0
350,6.0,9.0,1,yes,3,10,15,1,8108.0
350,6.0,9.0,1,yes,3,10,15,1,8280.0
350,6.0,9.0,1,yes,3,10,15,1,8281.0
350,6.0,9.0,1,yes,3,10,15,1,8277.0
350,6.0,9.0,1,yes,3,10,15,1,8278.0
350,6.0,9.0,1,yes,3,10,15,1,8283.0
350,6.0,9.0,1,yes,3,10,15,1,8284.0
350,6.0,9.0,1,yes,3,10,15,1,8290.0
350,6.0,9.0,1,yes,3,10,15,1,8291.0
351,6.0,9.0,1,yes,3,14,3,15,8017.0
351,6.0,9.0,1,yes,3,14,3,15,8018.0
351,6.0,9.0,1,yes,3,14,3,15,8107.0
351,6.0,9.0,1,yes,3,14,3,15,8108.0
351,6.0,9.0,1,yes,3,14,3,15,8280.0
351,6.0,9.0,1,yes,3,14,3,15,8281.0
351,6.0,9.0,1,yes,3,14,3,15,8277.0
351,6.0,9.0,1,yes,3,14,3,15,8278.0
351,6.0,9.0,1,yes,3,14,3,15,8283.0
351,6.0,9.0,1,yes,3,14,3,15,8284.0
351,6.0,9.0,1,yes,3,14,3,15,8290.0
351,6.0,9.0,1,yes,3,14,3,15,8291.0
352,6.0,9.0,1,yes,2,23,2,45,8017.0
352,6.0,9.0,1,yes,2,23,2,45,8018.0
352,6.0,9.0,1,yes,2,23,2,45,8107.0
352,6.0,9.0,1,yes,2,23,2,45,8108.0
352,6.0,9.0,1,yes,2,23,2,45,8280.0
352,6.0,9.0,1,yes,2,23,2,45,8281.0
352,6.0,9.0,1,yes,2,23,2,45,8277.0
352,6.0,9.0,1,yes,2,23,2,45,8278.0
352,6.0,9.0,1,yes,2,23,2,45,8283.0
352,6.0,9.0,1,yes,2,23,2,45,8284.0
352,6.0,9.0,1,yes,2,23,2,45,8290.0
352,6.0,9.0,1,yes,2,23,2,45,8291.0
353,14.0,15.0,1,yes,3,14,17,25,3834.0
353,14.0,15.0,1,yes,3,14,17,25,3836.0
353,14.0,15.0,1,yes,3,14,17,25,3839.0
353,14.0,15.0,1,yes,3,14,17,25,3846.0
353,14.0,15.0,1,yes,3,14,17,25,3847.0
353,14.0,15.0,1,yes,3,14,17,25,3850.0
353,14.0,15.0,1,yes,3,14,17,25,3927.0
353,14.0,15.0,1,yes,3,14,17,25,5276.0
353,14.0,15.0,1,yes,3,14,17,25,5466.0
353,14.0,15.0,1,yes,3,14,17,25,5488.0
353,14.0,15.0,1,yes,3,14,17,25,5491.0
353,14.0,15.0,1,yes,3,14,17,25,14028.0
353,14.0,15.0,1,yes,3,14,17,25,3833.0
353,14.0,15.0,1,yes,3,14,17,25,3835.0
353,14.0,15.0,1,yes,3,14,17,25,3838.0
353,14.0,15.0,1,yes,3,14,17,25,3845.0
353,14.0,15.0,1,yes,3,14,17,25,3848.0
353,14.0,15.0,1,yes,3,14,17,25,3849.0
353,14.0,15.0,1,yes,3,14,17,25,3889.0
353,14.0,15.0,1,yes,3,14,17,25,5275.0
353,14.0,15.0,1,yes,3,14,17,25,5278.0
353,14.0,15.0,1,yes,3,14,17,25,5467.0
353,14.0,15.0,1,yes,3,14,17,25,5486.0
353,14.0,15.0,1,yes,3,14,17,25,5490.0
353,14.0,15.0,1,yes,3,14,17,25,14029.0
353,14.0,15.0,1,yes,3,14,17,25,16465.0
353,14.0,15.0,1,yes,3,14,17,25,16466.0
353,14.0,15.0,1,yes,3,14,17,25,16467.0
354,14.0,15.0,1,yes,3,2,8,50,3834.0
354,14.0,15.0,1,yes,3,2,8,50,3836.0
354,14.0,15.0,1,yes,3,2,8,50,3839.0
354,14.0,15.0,1,yes,3,2,8,50,3846.0
354,14.0,15.0,1,yes,3,2,8,50,3847.0
354,14.0,15.0,1,yes,3,2,8,50,3850.0
354,14.0,15.0,1,yes,3,2,8,50,3927.0
354,14.0,15.0,1,yes,3,2,8,50,5276.0
354,14.0,15.0,1,yes,3,2,8,50,5466.0
354,14.0,15.0,1,yes,3,2,8,50,5488.0
354,14.0,15.0,1,yes,3,2,8,50,5491.0
354,14.0,15.0,1,yes,3,2,8,50,14028.0
354,14.0,15.0,1,yes,3,2,8,50,3833.0
354,14.0,15.0,1,yes,3,2,8,50,3835.0
354,14.0,15.0,1,yes,3,2,8,50,3838.0
354,14.0,15.0,1,yes,3,2,8,50,3845.0
354,14.0,15.0,1,yes,3,2,8,50,3848.0
354,14.0,15.0,1,yes,3,2,8,50,3849.0
354,14.0,15.0,1,yes,3,2,8,50,3889.0
354,14.0,15.0,1,yes,3,2,8,50,5275.0
354,14.0,15.0,1,yes,3,2,8,50,5278.0
354,14.0,15.0,1,yes,3,2,8,50,5467.0
354,14.0,15.0,1,yes,3,2,8,50,5486.0
354,14.0,15.0,1,yes,3,2,8,50,5490.0
354,14.0,15.0,1,yes,3,2,8,50,14029.0
354,14.0,15.0,1,yes,3,2,8,50,16465.0
354,14.0,15.0,1,yes,3,2,8,50,16466.0
354,14.0,15.0,1,yes,3,2,8,50,16467.0
355,14.0,15.0,1,yes,2,9,3,37,3834.0
355,14.0,15.0,1,yes,2,9,3,37,3836.0
355,14.0,15.0,1,yes,2,9,3,37,3839.0
355,14.0,15.0,1,yes,2,9,3,37,3846.0
355,14.0,15.0,1,yes,2,9,3,37,3847.0
355,14.0,15.0,1,yes,2,9,3,37,3850.0
355,14.0,15.0,1,yes,2,9,3,37,3927.0
355,14.0,15.0,1,yes,2,9,3,37,5276.0
355,14.0,15.0,1,yes,2,9,3,37,5466.0
355,14.0,15.0,1,yes,2,9,3,37,5488.0
355,14.0,15.0,1,yes,2,9,3,37,5491.0
355,14.0,15.0,1,yes,2,9,3,37,14028.0
355,14.0,15.0,1,yes,2,9,3,37,3833.0
355,14.0,15.0,1,yes,2,9,3,37,3835.0
355,14.0,15.0,1,yes,2,9,3,37,3838.0
355,14.0,15.0,1,yes,2,9,3,37,3845.0
355,14.0,15.0,1,yes,2,9,3,37,3848.0
355,14.0,15.0,1,yes,2,9,3,37,3849.0
355,14.0,15.0,1,yes,2,9,3,37,3889.0
355,14.0,15.0,1,yes,2,9,3,37,5275.0
355,14.0,15.0,1,yes,2,9,3,37,5278.0
355,14.0,15.0,1,yes,2,9,3,37,5467.0
355,14.0,15.0,1,yes,2,9,3,37,5486.0
355,14.0,15.0,1,yes,2,9,3,37,5490.0
355,14.0,15.0,1,yes,2,9,3,37,14029.0
355,14.0,15.0,1,yes,2,9,3,37,16465.0
355,14.0,15.0,1,yes,2,9,3,37,16466.0
355,14.0,15.0,1,yes,2,9,3,37,16467.0
356,14.0,15.0,1,yes,2,25,9,1,3834.0
356,14.0,15.0,1,yes,2,25,9,1,3836.0
356,14.0,15.0,1,yes,2,25,9,1,3839.0
356,14.0,15.0,1,yes,2,25,9,1,3846.0
356,14.0,15.0,1,yes,2,25,9,1,3847.0
356,14.0,15.0,1,yes,2,25,9,1,3850.0
356,14.0,15.0,1,yes,2,25,9,1,3927.0
356,14.0,15.0,1,yes,2,25,9,1,5276.0
356,14.0,15.0,1,yes,2,25,9,1,5466.0
356,14.0,15.0,1,yes,2,25,9,1,5488.0
356,14.0,15.0,1,yes,2,25,9,1,5491.0
356,14.0,15.0,1,yes,2,25,9,1,14028.0
356,14.0,15.0,1,yes,2,25,9,1,3833.0
356,14.0,15.0,1,yes,2,25,9,1,3835.0
356,14.0,15.0,1,yes,2,25,9,1,3838.0
356,14.0,15.0,1,yes,2,25,9,1,3845.0
356,14.0,15.0,1,yes,2,25,9,1,3848.0
356,14.0,15.0,1,yes,2,25,9,1,3849.0
356,14.0,15.0,1,yes,2,25,9,1,3889.0
356,14.0,15.0,1,yes,2,25,9,1,5275.0
356,14.0,15.0,1,yes,2,25,9,1,5278.0
356,14.0,15.0,1,yes,2,25,9,1,5467.0
356,14.0,15.0,1,yes,2,25,9,1,5486.0
356,14.0,15.0,1,yes,2,25,9,1,5490.0
356,14.0,15.0,1,yes,2,25,9,1,14029.0
356,14.0,15.0,1,yes,2,25,9,1,16465.0
356,14.0,15.0,1,yes,2,25,9,1,16466.0
356,14.0,15.0,1,yes,2,25,9,1,16467.0
357,14.0,15.0,1,yes,2,24,22,13,3834.0
357,14.0,15.0,1,yes,2,24,22,13,3836.0
